1,-638.7181113255178
2,-473.44903842374254
3,-394.31571664712175
4,-1101.6752439702977
5,-497.9391116484615
6,-288.3584133436424
7,-246.68098127506448
8,-600.4084983080089
9,-1006.0348388240154
10,-564.1041118100137
11,-377.01541564063285
12,-113.03295292378013
13,-145.06805573680742
14,-122.17901970137477
15,-167.6899394228863
16,-127.17135413026028
17,-99.01307345716995
18,-96.49975361304958
19,-192.1530645235265
20,-111.47414657028258
21,-82.64818283225252
22,-88.58763066089946
23,-133.29920300896822
24,-115.80548630686499
25,-163.70870868648328
26,-64.40025591551944
27,-104.62720815774887
28,-109.36173877334153
29,-139.12674661901843
30,-191.43444123773384
31,-283.6291672588369
32,-122.3959751655074
33,-115.49711049368739
34,-145.7324849275545
35,-105.6513800799597
36,-110.87619596826752
37,-145.34226854130816
38,-125.2248239668549
39,-151.75405230937315
40,-136.51217434827174
41,-138.6248472588975
42,-76.3545128289527
43,-96.64613490987841
44,-163.70969164646817
45,-196.9374713396174
46,-111.9324432917998
47,-132.308079104522
48,-172.3941831609435
49,-110.75071483768787
50,-112.1701207562073
51,-111.01693038766804
52,-72.07008863048708
53,-224.214108046719
54,-131.40790239031628
55,-58.89570220967943
56,-172.5411960540763
57,-49.34675305540196
58,-88.6474979233375
59,-116.77903996199188
60,-123.75698374275525
61,-92.66531488235351
62,-48.03140913911402
63,-32.19040927108664
64,-70.10134544161414
65,-122.94996177487548
66,-57.82798036175476
67,-120.32345525358527
68,-330.59783793096204
69,-47.3592146462356
70,-71.8331186672263
71,-76.13364778111738
72,-75.65866537159607
73,-108.2998915134052
74,-85.97355638910986
75,-339.5704650749983
76,-89.3174478522937
77,-70.22309579445252
78,-89.42210395908711
79,-89.25065673478595
80,-56.933331574560185
81,-46.27285946352149
82,-83.76534082620509
83,-53.076423831222854
84,-84.54558563030201
85,21.174715453546156
86,25.256559582205682
87,-57.76240713437778
88,-11.419446820949261
89,-31.405681408552425
90,-49.78181218006678
91,-88.46314385012788
92,-61.31184444358864
93,-62.467088176002456
94,41.83976843511905
95,-66.90153461381738
96,-98.51919917740955
97,-55.142330877436265
98,-166.1607644371482
99,-79.47360209644422
100,-8.859779249346502
101,-70.09208765330018
102,11.283065799920408
103,16.34513155487413
104,-113.19959119795314
105,-67.81942022382583
106,-20.276694416856202
107,-10.536474875799058
108,-258.8929130437996
109,-270.91609503429635
110,-28.646929437544955
111,-216.32398737293573
112,-58.6231026681626
113,-222.8403873381988
114,-32.5374067505314
115,-75.10592518018937
116,-302.5865709723232
117,-3.8946185622941556
118,-51.087379128725956
119,2.511867426384498
120,-54.190576323580295
121,-158.44829617383573
122,-16.57930577064141
123,-52.73189211784971
124,-94.89071448921808
125,-36.86325834290555
126,-31.843585347243845
127,-24.784957776563147
128,-130.67603670498647
129,-26.19885410656623
130,-192.4350180369927
131,-26.579643682487927
132,19.951462788356537
133,-163.95905912018006
134,-64.284370966241
135,-67.62100395585614
136,-16.155210623221365
137,-19.3263708647672
138,-41.721253879711654
139,-134.53796804620188
140,2.138962543931612
141,29.103644637763637
142,-50.068802336252695
143,-246.70844410708438
144,-168.43851749828386
145,-150.1872463232987
146,-86.24702241186134
147,-94.19218592083256
148,-325.73403526840247
149,-2.6481928015389684
150,248.22338088502005
151,-26.919355567641134
152,-111.91868057159783
153,250.4761760480621
154,-125.84331588654621
155,-203.9482179811429
156,-107.29289719314554
157,-514.9769837545932
158,-56.0989494119133
159,-270.2317809939424
160,-164.66785179951955
161,55.52818262107471
162,-187.71607531151977
163,-159.70173855549672
164,-94.98002021010379
165,-121.48633188771497
166,-197.46753880577012
167,-27.131960929263784
168,243.2995155184672
169,-22.24054446003852
170,-222.85884219472473
171,-216.60488519932304
172,6.420789506265973
173,-70.42793459307312
174,177.56310017828594
175,-50.20989736984316
176,-37.022841127457106
177,-50.15044408496527
178,55.45544881399283
179,-99.08897475914269
180,-114.46254218180738
181,220.5883841302319
182,77.78633519380276
183,47.83089028779773
184,-101.06930339409284
185,72.83818242199357
186,37.727059154382516
187,-204.3731713799035
188,-1.420861425940013
189,-11.625463377598635
190,176.0966161877123
191,170.25111235120866
192,-36.562694293868205
193,-125.10454336257001
194,-57.14569731520388
195,82.65566036087604
196,105.09897836829897
197,-13.229446442769014
198,-561.5333218401329
199,-81.57924879676881
200,-161.5048718813974
201,-102.6418412363851
202,-439.50888946290297
203,-56.224970013197954
204,10.208801058402415
205,38.76237341310028
206,14.60452565751217
207,21.52629078347946
208,-32.035523057774625
209,-34.93643863463967
210,-46.49940953279527
211,92.71921320224938
212,205.42341640981184
213,-130.47294232299487
214,-67.2950767374534
215,43.746126737394015
216,19.475206477983605
217,-60.68454538543007
218,-36.135017427252265
219,8.372813201061945
220,-1.9289193925698669
221,-50.46015077404982
222,-97.27493233458718
223,-78.20462197149749
224,-54.01286686540979
225,-130.08758871765224
226,-24.75406768388656
227,-66.6169864792173
228,-6.808635199081252
229,-71.1115116039664
230,-81.1956959764123
231,-349.073015006731
232,6.2016457807823
233,-128.43103698230732
234,-122.42395139589925
235,151.82644461025072
236,-85.59872829142991
237,-165.67627242358841
238,40.86867093686797
239,42.90697265646891
240,64.09642865611202
241,256.2522718824516
242,51.24563318161376
243,29.265384118670916
244,52.54383844853599
245,-64.79514542948804
246,-15.44746685576142
247,16.36794688400573
248,-9.986096695908913
249,224.5550051798122
250,-77.4899685681354
251,-61.12273422740159
252,26.605407591178903
253,127.42830031677886
254,-13.967191697570016
255,91.19054711151924
256,-28.601241437091588
257,46.16567930684527
258,55.54785944566317
259,-97.25579055716705
260,-59.34862738709259
261,19.659679935387107
262,59.020828431524066
263,64.3106472149393
264,46.699981129850556
265,-2.7202219554589533
266,37.1624888096148
267,-18.033776238872477
268,105.84550957648726
269,33.38360634304459
270,21.888728012037056
271,85.66115038654812
272,58.39189912223457
273,104.07262673772667
274,37.32512356432368
275,-2.454386834996143
276,9.33674292865122
277,79.2011709061436
278,135.06564067594917
279,87.45792543712226
280,-12.765514966561852
281,46.35889172154709
282,137.70732550077437
283,-12.424740287921281
284,-1590.6483401046305
285,-43.05757770320932
286,234.9712025537431
287,24.00429235216818
288,131.71023158976234
289,-66.768599350324
290,51.22376758656018
291,-99.184077990321
292,-244.91974538331485
293,203.29709244334543
294,213.52070861966803
295,213.47226793991234
296,44.205607806086384
297,34.15010023365235
298,52.74297577592472
299,-50.83060805754995
300,11.9369953105581
301,68.7922609073822
302,-8.612894620237427
303,-15.49346463974112
304,10.704804226365212
305,-111.48525067393007
306,-41.93615444873989
307,-76.06060755448456
308,-52.029833076851034
309,17.546641323618957
310,-11.37083997554386
311,-25.983800884988717
312,126.668861541796
313,-13.795008620103289
314,128.98360258649328
315,231.98540302124167
316,-7.795186766778841
317,-35.94664279797962
318,15.185406343340983
319,22.481524852917616
320,22.963198953698967
321,17.180009049009865
322,4.371276254498339
323,-21.26766205343779
324,51.67827661376014
325,45.160974530353926
326,152.87913967765783
327,92.2232783363084
328,30.574252300339918
329,-0.9869784529849
330,59.460195490504006
331,83.10185875379993
332,140.5737738005689
333,141.07311947898953
334,303.5994607560573
335,258.9768080699188
336,26.848857806944125
337,84.32153339015474
338,89.19249281359869
339,80.50907816414563
340,67.22669749777468
341,211.5772876403956
342,66.71948324544391
343,202.23244567330454
344,-23.098688567419195
345,60.40239375600194
346,172.92706833738308
347,181.7589003995854
348,268.93333787911786
349,133.75584197731183
350,28.72947845426604
351,54.18954512913449
352,88.77099208827319
353,84.430858447541
354,264.50132241617575
355,262.8888085287108
356,1.9057722716533334
357,26.780069973561417
358,22.73848064566217
359,68.13324736260536
360,89.21402627284137
361,248.08289851888222
362,199.6326489174875
363,65.01190040521263
364,14.746746633333828
365,104.20611742743355
366,-7.437578150218087
367,230.0608233733297
368,163.7091514981005
369,63.24279109138589
370,74.27706698362672
371,25.812681487451655
372,1.9348058631926262
373,32.82785639392266
374,95.36278864765103
375,139.68405728506943
376,80.99170506762081
377,74.09591776296415
